,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
199,24,Travel_Rarely,Sales,10,2,Marketing,Male,Manufacturing Director,Divorced,23560,0.0,13,8,0,2.0,5,1,0,0,0
200,47,Travel_Rarely,Sales,18,4,Medical,Female,Research Scientist,Single,55820,1.0,16,8,0,9.0,3,9,0,7,0
201,40,Non-Travel,Research & Development,1,4,Technical Degree,Female,Laboratory Technician,Divorced,30680,3.0,19,8,0,20.0,3,1,0,1,0
202,28,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,Healthcare Representative,Divorced,25000,1.0,16,8,2,6.0,3,5,0,4,0
203,43,Travel_Rarely,Sales,27,4,Life Sciences,Male,Sales Representative,Divorced,39770,4.0,18,8,1,8.0,3,5,0,2,0
204,48,Travel_Frequently,Sales,10,2,Marketing,Male,Healthcare Representative,Married,63470,2.0,12,8,1,19.0,3,9,7,7,1
205,46,Travel_Rarely,Sales,3,4,Marketing,Female,Sales Representative,Divorced,42720,7.0,13,8,0,24.0,3,2,2,2,0
206,36,Travel_Rarely,Human Resources,25,1,Human Resources,Male,Research Scientist,Divorced,31170,6.0,21,8,1,7.0,2,3,0,1,0
207,41,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,Sales Executive,Married,66230,5.0,18,8,0,14.0,3,5,1,4,0
208,29,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,Research Scientist,Single,21800,1.0,21,8,0,4.0,2,4,0,1,1
209,33,Travel_Rarely,Research & Development,9,1,Medical,Male,Healthcare Representative,Married,76420,2.0,20,8,1,8.0,2,2,2,2,0
210,29,Travel_Frequently,Research & Development,5,1,Medical,Female,Research Scientist,Divorced,62440,1.0,22,8,0,6.0,3,6,1,3,0
211,29,Travel_Rarely,Sales,29,4,Life Sciences,Male,Laboratory Technician,Single,21270,0.0,11,8,1,10.0,3,9,0,8,0
212,25,Non-Travel,Research & Development,7,4,Medical,Female,Laboratory Technician,Divorced,134640,1.0,13,8,1,6.0,2,6,1,5,0
213,27,Travel_Frequently,Sales,8,4,Life Sciences,Male,Research Scientist,Single,21070,0.0,13,8,0,6.0,2,5,0,2,0
214,49,Travel_Rarely,Sales,2,2,Medical,Female,Sales Executive,Married,63800,6.0,23,8,1,22.0,1,9,2,3,0
215,40,Non-Travel,Research & Development,28,2,Life Sciences,Male,Manufacturing Director,Married,167040,9.0,22,8,0,5.0,2,3,0,2,0
216,46,Travel_Frequently,Research & Development,4,1,Medical,Male,Human Resources,Married,29110,5.0,13,8,0,28.0,3,2,1,2,0
217,22,Non-Travel,Research & Development,8,3,Life Sciences,Female,Sales Executive,Divorced,108510,1.0,16,8,1,1.0,2,1,0,0,0
218,44,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Laboratory Technician,Married,42620,7.0,18,8,0,26.0,2,22,3,10,0
219,39,Travel_Rarely,Sales,29,1,Marketing,Female,Laboratory Technician,Divorced,54600,6.0,13,8,2,21.0,3,19,15,2,0
220,32,Travel_Rarely,Research & Development,3,4,Medical,Female,Sales Executive,Divorced,30380,2.0,20,8,0,8.0,3,5,0,3,0
221,33,Travel_Frequently,Sales,9,3,Medical,Female,Research Scientist,Married,46490,0.0,12,8,0,4.0,2,3,0,2,0
222,24,Non-Travel,Research & Development,1,5,Life Sciences,Male,Research Scientist,Divorced,93800,0.0,16,8,0,5.0,2,4,1,3,0
223,37,Non-Travel,Research & Development,1,3,Medical,Male,Sales Executive,Divorced,41270,2.0,13,8,1,15.0,2,5,0,2,0
224,36,Travel_Rarely,Human Resources,2,4,Technical Degree,Male,Sales Executive,Single,79180,2.0,12,8,2,8.0,3,6,0,1,0
225,60,Travel_Rarely,Sales,17,4,Medical,Male,Manager,Divorced,40250,3.0,13,8,1,19.0,5,1,0,0,0
226,31,Travel_Frequently,Research & Development,22,2,Medical,Female,Sales Executive,Married,56890,3.0,15,8,2,12.0,2,1,0,0,1
227,24,Travel_Rarely,Sales,7,4,Life Sciences,Female,Laboratory Technician,Single,25760,8.0,17,8,3,6.0,3,4,1,2,0
228,38,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,Sales Representative,Divorced,44900,2.0,21,8,1,10.0,1,5,0,3,0
229,40,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,Laboratory Technician,Single,25710,7.0,14,8,0,22.0,1,20,5,13,0
230,34,Travel_Rarely,Research & Development,7,1,Medical,Male,Research Scientist,Single,62880,0.0,15,8,1,16.0,2,15,10,10,1
231,35,Travel_Frequently,Sales,7,2,Life Sciences,Male,Manufacturing Director,Married,32290,1.0,25,8,0,10.0,2,10,0,2,0
232,39,Travel_Rarely,Sales,3,4,Marketing,Female,Laboratory Technician,Single,26100,7.0,12,8,0,9.0,2,4,2,2,0
233,39,Travel_Rarely,Research & Development,26,1,Medical,Male,Healthcare Representative,Single,34470,0.0,14,8,0,9.0,5,8,1,7,0
234,36,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,Healthcare Representative,Single,67350,8.0,25,8,2,16.0,3,13,3,7,0
235,25,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,Research Scientist,Single,74840,1.0,15,8,0,6.0,3,6,1,4,0
236,36,Travel_Rarely,Research & Development,28,1,Life Sciences,Male,Laboratory Technician,Married,33770,0.0,12,8,2,16.0,2,15,10,11,0
237,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Manager,Divorced,103770,1.0,14,8,0,10.0,2,10,0,2,0
238,18,Non-Travel,Sales,5,4,Other,Male,Manager,Single,32300,1.0,12,8,1,0.0,3,0,0,0,0
239,29,Travel_Rarely,Sales,20,3,Marketing,Female,Manager,Divorced,29260,1.0,15,8,1,2.0,3,2,2,2,0
240,28,Travel_Frequently,Research & Development,2,3,Other,Female,Manager,Single,55770,0.0,19,8,0,5.0,3,4,0,2,0
241,40,Non-Travel,Research & Development,7,3,Medical,Male,Research Scientist,Divorced,28000,3.0,12,8,2,8.0,0,2,2,2,0
242,26,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,Sales Executive,Married,119940,1.0,14,8,1,6.0,6,5,1,4,0
243,46,Travel_Frequently,Research & Development,4,1,Medical,Male,Human Resources,Married,29110,5.0,13,8,0,28.0,3,2,1,2,0
244,36,Travel_Rarely,Human Resources,1,3,Human Resources,Male,Research Scientist,Single,23770,6.0,13,8,2,15.0,3,1,0,0,0
245,28,Travel_Rarely,Sales,24,5,Life Sciences,Female,Research Scientist,Single,23280,1.0,11,8,2,4.0,3,4,0,2,0
246,36,Travel_Frequently,Research & Development,5,3,Medical,Female,Manufacturing Director,Single,177790,1.0,17,8,1,10.0,5,10,0,8,0
247,28,Travel_Rarely,Human Resources,1,1,Human Resources,Male,Research Scientist,Divorced,63470,1.0,15,8,1,4.0,2,4,2,2,0
248,46,Travel_Rarely,Sales,1,2,Medical,Female,Research Scientist,Single,97140,1.0,22,8,0,9.0,0,9,4,7,1
249,34,Travel_Frequently,Sales,14,4,Medical,Female,Research Scientist,Divorced,88340,4.0,13,8,1,15.0,1,11,5,10,0
250,30,Travel_Rarely,Sales,8,2,Technical Degree,Male,Sales Representative,Married,63920,1.0,21,8,1,11.0,2,11,10,8,0
251,23,Travel_Rarely,Research & Development,12,2,Medical,Male,Research Scientist,Divorced,75250,1.0,14,8,2,3.0,2,3,0,2,1
252,35,Travel_Rarely,Sales,7,2,Life Sciences,Male,Sales Executive,Single,22770,1.0,12,8,1,3.0,2,3,1,2,0
253,49,Travel_Rarely,Sales,14,4,Life Sciences,Male,Research Scientist,Married,62300,2.0,14,8,0,23.0,2,1,0,0,0
254,46,Travel_Rarely,Research & Development,6,3,Medical,Male,Sales Executive,Single,46150,6.0,12,8,0,19.0,3,10,0,9,0
255,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,Laboratory Technician,Single,28360,0.0,20,8,0,6.0,3,5,0,3,1
256,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Manager,Divorced,173990,6.0,12,8,0,7.0,3,2,2,2,1
257,33,Travel_Rarely,Sales,11,4,Marketing,Male,Research Scientist,Married,71400,5.0,21,8,0,8.0,2,5,0,4,1
258,34,Travel_Rarely,Sales,25,5,Marketing,Female,Research Scientist,Married,41940,0.0,17,8,2,12.0,3,11,5,7,0
259,38,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,Research Scientist,Single,147560,0.0,20,8,1,8.0,3,7,0,5,0
260,37,Non-Travel,Research & Development,1,3,Medical,Male,Sales Executive,Divorced,41270,2.0,13,8,1,15.0,2,5,0,2,0
261,40,Travel_Frequently,Sales,1,3,Marketing,Male,Research Scientist,Divorced,39310,8.0,19,8,0,3.0,2,1,0,0,0
262,33,Travel_Rarely,Research & Development,9,1,Medical,Male,Healthcare Representative,Married,76420,2.0,20,8,1,8.0,2,2,2,2,0
263,32,Travel_Rarely,Research & Development,1,2,Medical,Male,Sales Executive,Married,136950,0.0,13,8,0,3.0,3,2,2,2,0
264,39,Non-Travel,Research & Development,2,4,Medical,Male,Manufacturing Director,Single,43810,2.0,15,8,2,11.0,1,1,0,0,1
265,29,Travel_Frequently,Research & Development,5,1,Medical,Female,Research Scientist,Divorced,62440,1.0,22,8,0,6.0,3,6,1,3,0
266,40,Travel_Rarely,Research & Development,3,3,Other,Male,Sales Executive,Divorced,68330,2.0,13,8,0,22.0,3,19,11,16,0
267,34,Non-Travel,Research & Development,7,3,Life Sciences,Male,Sales Representative,Single,56170,8.0,25,8,1,9.0,3,5,0,4,1
268,37,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Sales Executive,Divorced,71430,2.0,21,8,0,8.0,6,1,0,0,0
269,30,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Sales Executive,Single,48500,0.0,12,8,1,4.0,4,3,1,2,0
270,34,Travel_Rarely,Sales,1,1,Marketing,Female,Laboratory Technician,Married,24760,1.0,19,8,0,6.0,2,6,1,3,0
271,39,Non-Travel,Research & Development,3,4,Life Sciences,Female,Research Director,Single,47240,2.0,12,8,1,21.0,4,6,1,3,0
272,31,Travel_Frequently,Sales,8,4,Other,Female,Manufacturing Director,Married,25520,2.0,18,8,0,9.0,2,3,2,2,0
273,19,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,Healthcare Representative,Single,41870,0.0,22,8,1,1.0,4,0,0,0,1
274,26,Travel_Rarely,Research & Development,11,4,Medical,Male,Manager,Single,92780,0.0,20,8,0,5.0,3,4,0,0,0
275,51,Travel_Rarely,Research & Development,2,1,Medical,Female,Manufacturing Director,Married,39070,5.0,13,8,0,16.0,2,10,4,7,0
276,50,Travel_Frequently,Research & Development,3,3,Other,Male,Research Scientist,Married,42940,2.0,20,8,0,32.0,2,30,12,13,0
277,28,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,Laboratory Technician,Married,25590,1.0,11,8,0,8.0,3,8,1,7,0
278,41,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,Laboratory Technician,Single,53470,1.0,24,8,1,4.0,1,4,0,2,1
279,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Sales Representative,Single,61620,1.0,12,8,3,1.0,2,1,1,1,1
280,20,Travel_Rarely,Research & Development,18,4,Medical,Female,Sales Executive,Single,37430,1.0,13,8,1,2.0,2,2,2,2,0
281,47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Manufacturing Director,Divorced,135700,5.0,16,8,2,20.0,2,5,0,4,0
282,31,Travel_Rarely,Research & Development,15,1,Medical,Female,Sales Executive,Married,40660,3.0,22,8,0,4.0,2,2,2,2,1
283,46,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,Laboratory Technician,Divorced,34910,2.0,14,8,0,25.0,0,19,2,8,0
284,55,Travel_Rarely,Research & Development,11,1,Medical,Female,Laboratory Technician,Married,26930,1.0,18,8,0,36.0,6,36,2,13,0
285,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,Research Scientist,Single,20750,7.0,18,8,3,10.0,0,7,3,7,1
286,39,Travel_Rarely,Sales,2,3,Life Sciences,Male,Human Resources,Married,21150,1.0,18,8,0,21.0,3,21,11,8,0
287,37,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,Laboratory Technician,Single,137580,1.0,11,8,1,10.0,5,10,0,8,1
288,28,Non-Travel,Sales,9,4,Medical,Male,Laboratory Technician,Married,23670,1.0,13,8,0,5.0,2,5,0,4,0
289,26,Travel_Rarely,Sales,4,3,Marketing,Male,Manager,Single,24040,1.0,12,8,0,1.0,6,1,0,1,1
290,31,Travel_Frequently,Research & Development,22,2,Medical,Female,Sales Executive,Married,56890,3.0,15,8,2,12.0,2,1,0,0,1
291,32,Non-Travel,Research & Development,15,3,Medical,Male,Manager,Single,69290,9.0,20,8,0,10.0,6,8,7,7,0
292,31,Travel_Rarely,Research & Development,27,3,Medical,Female,Research Director,Single,21320,1.0,18,8,0,11.0,3,11,1,8,0
293,45,Travel_Rarely,Research & Development,24,2,Medical,Male,Sales Executive,Divorced,54760,4.0,13,8,1,9.0,3,5,0,3,0
294,38,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,Sales Executive,Married,198450,7.0,11,8,1,7.0,3,0,0,0,0
295,19,Travel_Rarely,Sales,2,4,Marketing,Male,Laboratory Technician,Single,115570,1.0,22,8,0,1.0,0,1,0,1,0
296,49,Travel_Frequently,Sales,6,5,Medical,Female,Healthcare Representative,Single,23420,3.0,18,8,0,20.0,2,4,1,3,1
297,45,Travel_Rarely,Research & Development,3,3,Medical,Female,Sales Executive,Married,37600,0.0,14,8,1,10.0,2,9,3,8,0
298,46,Travel_Rarely,Research & Development,6,4,Medical,Male,Sales Executive,Married,21740,3.0,11,8,1,23.0,3,12,4,9,0
299,27,Travel_Rarely,Research & Development,20,4,Other,Male,Manufacturing Director,Married,34850,9.0,17,8,2,4.0,2,2,2,2,0
300,34,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Healthcare Representative,Married,47390,5.0,24,8,2,6.0,2,3,1,2,0
301,39,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,Human Resources,Married,66960,7.0,11,8,0,8.0,3,2,2,2,1
302,22,Travel_Rarely,Research & Development,8,3,Other,Male,Sales Representative,Married,49070,1.0,21,8,1,4.0,2,4,1,1,0
303,55,Travel_Rarely,Research & Development,1,4,Other,Female,Research Scientist,Married,67990,3.0,11,8,0,12.0,2,10,0,8,0
304,38,Travel_Rarely,Research & Development,24,2,Other,Female,Laboratory Technician,Single,23260,8.0,14,8,0,19.0,3,1,0,0,0
305,50,Travel_Rarely,Sales,10,1,Life Sciences,Female,Manufacturing Director,Divorced,52490,9.0,21,8,2,32.0,2,5,1,3,0
306,42,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Laboratory Technician,Single,30340,7.0,21,8,1,9.0,3,6,1,5,0
307,34,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,Single,23480,1.0,14,8,1,6.0,3,5,1,3,0
308,43,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,Sales Executive,Married,24080,1.0,12,8,1,25.0,3,25,4,12,0
309,30,Travel_Rarely,Sales,9,3,Medical,Male,Research Scientist,Single,39360,0.0,11,8,1,6.0,3,5,1,2,0
310,52,Travel_Rarely,Research & Development,12,3,Medical,Male,Research Scientist,Married,48780,2.0,11,8,1,31.0,3,5,1,4,0
311,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,Healthcare Representative,Single,25010,9.0,12,8,0,4.0,3,2,2,0,1
312,36,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,Healthcare Representative,Married,29500,4.0,14,8,0,8.0,1,6,0,0,0
313,30,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,Healthcare Representative,Divorced,28140,1.0,24,8,0,10.0,2,10,0,9,0
314,38,Travel_Rarely,Sales,6,3,Other,Male,Sales Executive,Married,87890,1.0,11,8,3,15.0,4,15,5,11,0
315,30,Travel_Rarely,Sales,13,3,Marketing,Female,Laboratory Technician,Single,57700,1.0,16,8,1,5.0,2,5,0,4,0
316,48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Laboratory Technician,Single,132370,5.0,13,8,1,7.0,2,1,0,0,0
317,56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,Laboratory Technician,Married,32210,4.0,15,8,2,33.0,2,19,15,9,0
318,26,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,Sales Executive,Married,48770,1.0,13,8,1,8.0,5,8,5,7,0
319,33,Travel_Frequently,Human Resources,10,3,Medical,Female,Sales Executive,Married,27000,0.0,14,8,3,5.0,2,4,0,3,0
320,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,Manufacturing Director,Single,109320,1.0,11,8,1,1.0,3,1,1,0,1
321,27,Travel_Rarely,Sales,2,3,Life Sciences,Female,Research Scientist,Married,45410,1.0,14,8,2,9.0,4,9,5,8,0
322,42,Travel_Rarely,Sales,21,2,Life Sciences,Female,Healthcare Representative,Single,22010,4.0,12,8,1,16.0,3,1,0,0,0
323,34,Travel_Frequently,Sales,1,3,Life Sciences,Male,Sales Executive,Married,24000,4.0,18,8,1,14.0,3,10,1,8,0
324,36,Non-Travel,Sales,1,1,Medical,Female,Human Resources,Divorced,132470,1.0,14,8,0,15.0,3,15,11,11,0
325,26,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,Human Resources,Married,68120,1.0,13,8,0,1.0,2,1,1,0,0
326,25,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Sales Executive,Married,22160,2.0,13,8,3,6.0,2,3,1,2,0
327,46,Travel_Rarely,Research & Development,2,1,Medical,Female,Research Scientist,Divorced,49410,9.0,13,8,2,23.0,2,2,2,2,0
328,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,Sales Executive,Married,41970,1.0,13,8,0,1.0,3,1,0,0,1
329,34,Travel_Frequently,Sales,24,4,Marketing,Male,Manufacturing Director,Married,164130,6.0,16,8,0,6.0,1,4,1,2,0
330,54,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,Research Scientist,Single,29330,3.0,12,8,2,20.0,2,4,0,3,0
331,31,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,Laboratory Technician,Married,99800,1.0,12,8,0,6.0,1,6,0,1,0
332,36,Travel_Rarely,Research & Development,10,3,Medical,Male,Sales Executive,Married,22320,1.0,12,8,1,16.0,2,16,3,7,1
333,39,Travel_Frequently,Sales,11,3,Marketing,Male,Sales Executive,Single,160150,1.0,11,8,0,21.0,3,21,2,8,0
334,39,Travel_Rarely,Sales,2,2,Medical,Female,Sales Executive,Married,20080,2.0,12,8,0,11.0,3,7,7,6,0
335,23,Travel_Rarely,Human Resources,6,3,Life Sciences,Female,Laboratory Technician,Single,49690,1.0,12,8,0,5.0,3,5,1,2,1
336,33,Travel_Rarely,Sales,7,3,Life Sciences,Male,Manufacturing Director,Divorced,38150,3.0,11,8,1,7.0,3,4,0,3,0
337,47,Travel_Frequently,Sales,1,3,Medical,Female,Laboratory Technician,Single,68340,3.0,16,8,1,5.0,2,0,0,0,0
338,46,Travel_Rarely,Research & Development,10,3,Technical Degree,Female,Laboratory Technician,Divorced,153790,1.0,12,8,0,24.0,1,24,15,7,0
339,36,Travel_Rarely,Research & Development,1,3,Medical,Female,Manufacturing Director,Divorced,175670,5.0,13,8,0,7.0,6,1,0,0,0
340,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,Married,74410,3.0,12,8,1,24.0,4,1,1,0,0
341,19,Non-Travel,Sales,2,2,Other,Male,Healthcare Representative,Single,98240,1.0,18,8,0,1.0,2,1,0,0,1
342,40,Non-Travel,Research & Development,1,1,Life Sciences,Male,Laboratory Technician,Divorced,42860,9.0,15,8,0,6.0,6,4,0,0,0
343,43,Non-Travel,Research & Development,6,2,Medical,Male,Healthcare Representative,Divorced,20280,4.0,20,8,1,7.0,2,5,2,2,0
344,56,Travel_Rarely,Sales,3,2,Medical,Female,Manufacturing Director,Single,26910,6.0,16,8,1,36.0,6,7,7,7,0
345,56,Travel_Rarely,Human Resources,2,1,Medical,Male,Sales Executive,Single,26440,4.0,11,8,1,37.0,2,6,0,2,0
346,40,Travel_Rarely,Sales,10,1,Life Sciences,Female,Manufacturing Director,Married,65240,0.0,13,8,1,9.0,2,8,7,1,0
347,28,Travel_Rarely,Sales,24,5,Life Sciences,Female,Research Scientist,Single,23280,1.0,11,8,2,4.0,3,4,0,2,0
348,45,Travel_Rarely,Sales,3,1,Marketing,Female,Sales Executive,Married,171740,9.0,14,8,1,12.0,6,10,9,8,0
349,42,Travel_Frequently,Human Resources,8,2,Medical,Male,Sales Executive,Married,106480,3.0,13,8,1,20.0,1,1,0,0,0
350,31,Non-Travel,Research & Development,14,2,Life Sciences,Male,Healthcare Representative,Married,23020,4.0,14,8,0,13.0,3,11,4,8,0
351,29,Travel_Rarely,Sales,4,3,Marketing,Male,Research Scientist,Single,36910,1.0,13,8,0,2.0,3,2,2,2,1
352,52,Non-Travel,Research & Development,2,3,Technical Degree,Male,Sales Executive,Single,45070,1.0,14,8,0,33.0,3,33,15,12,0
353,38,Travel_Frequently,Sales,3,3,Marketing,Female,Sales Executive,Married,49070,1.0,11,8,1,1.0,3,1,0,0,0
354,29,Travel_Rarely,Research & Development,8,3,Medical,Female,Manufacturing Director,Married,194310,1.0,11,8,0,10.0,3,10,0,7,0
355,36,Travel_Rarely,Research & Development,1,3,Medical,Female,Manufacturing Director,Divorced,175670,5.0,13,8,0,7.0,6,1,0,0,0
356,34,Travel_Frequently,Sales,9,1,Technical Degree,Male,Sales Executive,Single,26570,2.0,13,8,1,5.0,3,3,0,2,0
357,35,Travel_Rarely,Research & Development,1,3,Medical,Male,Research Director,Single,108550,3.0,13,8,1,17.0,2,8,1,6,0
358,35,Travel_Rarely,Research & Development,25,1,Medical,Male,Sales Executive,Married,54100,0.0,18,8,0,6.0,4,5,0,4,0
359,49,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,Sales Executive,Married,43450,4.0,15,8,0,29.0,3,26,1,7,0
360,47,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Healthcare Representative,Married,59060,4.0,23,8,0,21.0,4,3,1,1,0
361,56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,Laboratory Technician,Married,32210,4.0,15,8,2,33.0,2,19,15,9,0
362,35,Travel_Frequently,Sales,1,2,Technical Degree,Male,Manager,Single,66460,1.0,13,8,1,9.0,2,9,1,1,0
363,31,Travel_Rarely,Research & Development,15,1,Medical,Female,Sales Executive,Married,40660,3.0,22,8,0,4.0,2,2,2,2,1
364,34,Travel_Frequently,Research & Development,7,2,Medical,Male,Sales Representative,Divorced,29740,1.0,23,8,0,5.0,2,5,2,0,0
365,19,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,Manager,Single,53320,1.0,23,8,1,0.0,2,0,0,0,1
366,36,Non-Travel,Research & Development,8,4,Life Sciences,Male,Laboratory Technician,Married,103880,0.0,14,8,0,4.0,2,3,1,2,0
367,24,Travel_Rarely,Sales,28,3,Life Sciences,Female,Healthcare Representative,Divorced,118490,1.0,16,8,1,5.0,3,4,3,2,0
368,28,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,Sales Executive,Single,59330,0.0,11,8,0,5.0,3,4,1,3,0
369,42,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Laboratory Technician,Single,30340,7.0,21,8,1,9.0,3,6,1,5,0
370,27,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,Single,29560,8.0,13,8,0,9.0,6,7,0,7,0
371,46,Travel_Rarely,Research & Development,28,3,Medical,Female,Human Resources,Divorced,190450,6.0,11,8,3,13.0,2,8,0,7,0
372,34,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,Manager,Married,22590,1.0,14,8,0,8.0,2,8,7,7,0
373,37,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,Sales Executive,Married,32910,1.0,16,8,3,5.0,2,5,0,3,0
374,39,Travel_Rarely,Sales,2,4,Marketing,Female,Healthcare Representative,Married,138720,9.0,12,8,3,12.0,3,8,3,6,0
